id,external_id,name,name_short_display,description,website,is_organic,status,street_address,locality,region,postal_code,phone,latitude,longitude,is_closed,is_primary,open_to_public,location_type,location_type_display,country_iso_code,update_date,create_date,created_at,updated_at
236,PDDXmB,Wild Rose Brewery,Wild Rose,"Wild Rose Brewery, located in Calgary, Alberta, Canada, is a craft brewery that produces bottled beers and draught ales available to beer lovers in pubs, restaurants and liquor outlets all across Alberta. All Wild Rose beers are unpasteurized and preservative-free. That's not because we are lazy; rather, it's a conscious choice to offer beer lovers the best products available in Canada. That quality is reflected in our six bottled beers and our draught-only classic ales.",http://www.wildrosebrewery.com/,N,verified,4580 Quesnay Wood Drive Southwest,Calgary,Alberta,T3E 7J3,866-720-2733,51.01337,-114.122895,N,Y,Y,micro,Micro Brewery,CA,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
237,fkylQX,Strangeways Brewing,Strangeways,"Strangeways Brewing is a one-of-a-kind, 8,400 square-foot production brewery that is open to the public daily. It houses multiple tasting room spaces along with outdoor seating, and always has 25+ unique beers on tap.  RateBeer named Strangeways “Best Brewery Tap Room in Virginia” in 2014/2015. Outfitted with a 20 barrel brewhouse, this is where we unhinge the status quo, break through the boring, and invite the unknown. Make Strangeways Brewing one of your adventure destinations for regular tastings, tours, event/private party bookings, and whatever strange events we come up with.",http://strangewaysbrewing.com/,N,verified,2277A Dabney Road,Richmond,Virginia,23230,(804) 303-4336,37.586449,-77.483172,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
238,1ZnmlG,2nd Shift Brewing Co,2nd Shift,"We are a micro that will be making beer that is big on flavor and aroma, the way beer should be. There will be several styles and a continuing line of seasonal and special beers that will be produced throughout the year.",http://www.2ndshiftbrewing.com/,N,verified,1601 Sublette Ave,St Louis,Missouri,63110,314-669-9013,38.621431,-90.281299,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
240,UdZgFF,Grand Teton Brewing Company,Grand Teton,Grand Teton Brewing Company is the original brewery of Grand Teton and Yellowstone National Parks. We have been brewing our handcrafted beers at the base of the Tetons since 1988.,http://www.grandtetonbrewing.com/,N,verified,430 Old Jackson Hwy,Victor,Idaho,83455,307-733-9000,43.5983785,-111.1083585,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
242,X9LRdm,Tap It Brewing Co,Tap It,"Here at Tap It Brewing Company, located in SLO Town, USA in the heart of the Central Coast, we’re true to our roots and true to our word. We like to take a laid-back approach to almost everything we do. But there’s one thing we’re absolutely serious about – our beer.",http://www.tapitbrewing.com/,N,verified,675 Clarion Court,San Luis Obispo,California,93401,(805) 545-7702,35.244096,-120.645957,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
243,xKQpNS,Bryggeriet Refsvindinge,Bryggeriet Refsvindinge,"",http://Bryggerietrefsvindinge.dk,N,verified,Nyborgvej 80,"",Nyborg,"",+45 65 33 10 40,55.2908407,10.702547,N,Y,Y,micro,Micro Brewery,DK,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
244,iw1hDB,Devils Backbone Brewing Company,Devils Backbone,"2012 GREAT AMERICAN BEER FESTIVAL SMALL BREWPUB and SMALL BREWPUB BREWER OF THE YEAR & 2010 WORLD BEER CUP CHAMPION BREWERY & SMALL BREWPUB, the award winning Basecamp Brewpub is situated in the majestic valley of the Blue Ridge Mountains with a lodge style atmosphere. We brew authentic craft beer in our brewhouse with a traditional German style brewing system and pour fresh brews daily from 16 taps in the pub area. Our menu specializes in oak wood -fired smoked dishes and local fare. We offer children their own special menu too! Basecamp is open daily: 11:30pm serving lunch & dinner.",http://dbbrewingcompany.com/,N,verified,50 Northwind Lane,Lexington,Virginia,24450,540.462.6200,37.8220198,-79.3922619,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
245,mVrwzD,Von Freude,Von Freude,When we found that something had been lost to industrialised Beer we started making our own Craft Beer. This is when we founded the von Freude Microbrewery . von Freude stands for the Making of Modern Craft Beers with the techniques of endurable Craftsmanship.,http://vonfreude.com/,N,verified,Tarpenbekstraße 143,"",Hamburg,20251,"",53.6010041,9.9835001,N,Y,Y,micro,Micro Brewery,DE,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
246,LY6vOx,Ale-Mania,Ale-Mania,"Fritz3Flavors, rather than a - Beer can be more than required by the Reinheitsgebot and enjoyment is not linked to Community, insurance or even special offers. For a long time the beverage beer in German lands was drunk critical, but now it's time for more flavor and more conscious enjoyment. The not-not so new impetus to the beery diversity finally reached now the curious German beer drinkers. In fact Craft Beer was born in the early 1980s in the United States and is nothing more than a return to flavor beer diversity and creative crafts. This is exactly what Fritz Wülfing: New to create copy instead of familiar things. How many brewers of craft beer scene he brews with passion many different and especially innovative beers. There are not only IPAs and Stoutvariationen, but also completely new creations such as Goshen and other beers with historical background. All in one: different and delicious!",http://www.ale-mania.de/,N,verified,"",Bonn,"","","",50.73743,7.0982068,N,Y,N,micro,Micro Brewery,DE,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
247,ERkLkd,Strange Land Brewery,Strange Land,"Our story is not unlike many a beer journeyman before us—we’re intoxicated with the mystery of fermentation, the possibilities of taste, and chasing after unexplored horizons. Our goal is simply to make beer —",http://strangelandbrewery.com/,N,verified,5904 Bee Cave Road,Austin,Texas,78746,512-276-2295,30.2962549,-97.82682,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
248,I0sZEu,Cervejaria Alenda Bier,Alenda Bier,"Located in the small town of Morro Reuter, in southern Brazil, was founded by a couple of German origin on January 30, 2010, the Alenda Weisse brewery specializes in the production of wheat beers according to traditional methods used in breweries in Bavaria including the process of decoction and fermentation in open tanks (Dekoktionsverfahren Gärung und im offener Bottich). It is still employed Hefeweizen former manufacturing method, where the re-fermentation occurs naturally within the bottle. It is considered the smallest microbrewery installed in Brazil, with a production capacity of 1,000 liters / month and is the only specialized in the production of wheat beers. Their owners spend the weekends to production, there is a weekend in each month is reserved for reception of visitors, but due to the size of the facility and the process of fermentation in open tanks is very delicate, the groups do not exceed 4 people . Visitations should be scheduled in advance by e-mail: contato@alendabier.com.br. All equipment was designed by the owners and is inspired by the small German family breweries dedicated to the production of wheat Weissbier type beers. For not being pasteurized, trade of beers is performed only in Rio Grande do Sul.",http://www.alendabier.com.br,N,verified,"VRS-873, 6520",Morro Reuter,"",93990,"",-29.5353207,-51.0645985,N,Y,N,micro,Micro Brewery,BR,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
249,p85u1P,Barley's Smokehouse & Brewpub,Barley's Smokehouse & Brewpub,"",http://barleysbrewing.com/,N,verified,467 N High St,Columbus,Ohio,43215,614.228.2537,39.971915,-83.002897,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
250,krIs45,Athenian Brewery,Athenian,"Athenian Brewery SA is one of the leading companies producing and marketing beer in Greece . Founded in 1963 by a group of Greek entrepreneurs and a member of the Group Heineken NV Works based in Athens . The first factory was Athenian Brewery in Athens in 1965 and produced beer Amstel. In 1975 was inaugurated the second factory in Thessaloniki and in 1985 purchased the third , in the industrial area Patras . From the 1993 operates in Lamia the bottling plant of Natural Mineral Water Iole . Today , we produce and pack them in some of Greece 's most famous beer : Amstel, Amstel Premium Pils, Amstel Bock, Heineken, ALFA , Fischer, Buckler, BIOS 5. At the same time , we import beers Amstel Light, McFarland, Erdinger, SOL, Murphy's, Duvel, Chimay, Kirin, Moretti, Desperados, Krusovice and others. The 25 products we produce and distribute , available in 11 countries , with the help of an extensive network of distribution and sales . We continue to strategically plan our growth , seeking the strength of our products in existing markets and our expansion into new .",http://www.athenianbrewery.gr/,N,verified,102 Kifissou Avenue,"",Athens,"",30-210-5384911,37.9837155,23.7293097,N,Y,Y,micro,Micro Brewery,GR,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
251,RGbENJ,Adkin Brewery,Adkin,"The Adkin Brewery was originally founded as a hobby in early 2000. It is a true example of a small cottage brewery, and is run by the sole proprietor, Mr Shaun Cunningham, from the garage attached to his house on a housing estate in Wantage, Oxfordshire. All of Shaun's beers are produced using only natural ingredients, most of which are supplied by Best Mates Brewery, Ardington and Ken Thomas of Arkwright's Homebrew in Highworth, near Swindon, Wiltshire www.arkwrightshomebrew.com. At the moment, Shaun still has a full-time job. Despite the restrictions placed upon Shaun in terms of both time and space, you can see from the photographs just how much can be achieved in a small, basic garage. As for the quality of the products, well, that speaks for itself!",http://www.adkinbrewery.co.uk,N,verified,52 Adkin Way,Wantage,Oxfordshire,OX129HW,07709086149,51.5929691,-1.4263983,N,Y,N,micro,Micro Brewery,GB,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
252,DxCsPL,Third Place Brewing,Third Place,"Nano Brewery producing handcrafted beers in Wichita, Kansas.","",N,verified,630 E. Douglas,Wichita,Kansas,"",(316) 833-2873,37.6863862,-97.3305463,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
253,wnlFAt,Circle Brewing Company,Circle,"At Circle, all of our brews embody the concept of purity through simplicity of design. You won’t find chemicals, stabilizing or clarifying agents, cheap additives or adjuncts, or even gimmicky fruits or spices in any of our brews. At Circle, we embrace the German Purity standards of 1516 and continually brew better beer with that in mind. To us, the circle is a symbol of perfection in its most basic form. We share that perfection with you in every pint of Circle.",http://www.circlebrewing.com/,N,verified,2340 W Braker Ln.,Austin,Texas,78758,"",30.391098,-97.715928,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
254,noyvVJ,ABQ Brew Pub,ABQ Brew Pub,"",http://www.abqbrewpub.com/,N,verified,6601 Uptown Blvd NE,Albuquerque,New Mexico,87110,505-884-1116,35.1037698,-106.5707413,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
255,yC7IbZ,Sierra Blanca Brewing Company,Sierra Blanca,"Located in Moriarty, New Mexico and also known as Rio Grande Brewing Company. We currently brew during the year 10-12 of our own Brews. We now have a full 1/2 acre Beer Garden complete with horseshoes, bocci ball a couple of grills and plenty of seating. Rich Weber is the brewmaster. With a total of 11 people including office staff we anticipate brewing about 9100 barrels this year. Our Brewery is open 6 days a week and always ready to offer up a cold pint or give a tour of our Brewery. Come on by and see what may be brewing or being bottled. We also do contract brewing for Abbey Beverage, Premier Beverage (Isotopes Amber and Blonde), and Rodeo Cold Brewing. Always a good time here at Sierra Blanca Brewing Company!!",http://sierrablancabrewery.com/,N,verified,1016 Industrial Rd,Moriarty,New Mexico,87035,505-832-2337,35.003855,-106.0253863,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
256,P1I1gt,Buffalo Bill's Brewery,Buffalo Bill's,"",http://www.buffalobillsbrewery.com/,N,verified,1082 B Street,Hayward,California,94541,510-886-9823,37.6738157,-122.0813029,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
257,GRYZEM,Shannon Brewing Company,Shannon,"At Shannon Brewing, we are passionate about great beer—all natural, beautiful, wholesome, easy-drinking beer! Shannon Brewing Company’s great beer comes from a profound commitment to our “old-world” brewing process, the best natural ingredients available and a VERY patient aging process.",http://shannonbrewing.com,N,verified,818 N. Main Street,Keller,Texas,76248,(817) 400-1985,32.946957,-97.2537272,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
258,c7JVJR,Lakewood Brewing Company,Lakewood,"From our origins home brewing out of a garage in the east Dallas neighborhood of Lakewood, to quickly becoming one of the fastest growing craft breweries in North Texas, we stay true to our vision of local beer for local folks. We're dedicated to using the highest quality ingredients to produce internationally inspired and locally crafted beers, perfect for whichever neighborhood you call home. Pay us a visit in our taproom and beer garden. Brewery tours are offered on the weekends and free to the public. Schol!",http://www.lakewoodbrewing.com/,N,verified,2302 Executive Drive,Garland,Texas,75041,972-864-2337,32.889926,-96.6809119,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:22 UTC,2017-09-24 00:25:22 UTC
